Id,Price
4567,163732.08324137755
5925,114207.06390117174
960,137926.09238111594
3848,89015.30163781243
746,177377.37626892226
868,336202.1039790247
672,101701.81724795295
2471,210414.70037216326
4510,115711.32944281453
8354,245296.97030867724
6393,177456.52343362308
13270,225005.31769873973
5250,297701.7960445616
16751,171985.96472505474
11404,139284.0060416216
10588,357778.0666531095
14925,192539.86499690986
6791,202612.57203384826
16097,186326.96779750526
16428,361483.02839955495
6945,340446.60644639534
3190,182476.70198306048
15709,470945.3605854459
13155,159202.71045144994
7675,195125.3646071374
14686,238116.74263317065
609,149733.60237078767
11155,162808.73263816367
10869,197137.05109709356
15742,188836.38213726037
9245,186043.25599689732
3340,162047.28982739017
2359,293479.0398595304
8070,194501.97024847023
13707,126217.04904376273
16079,272209.3695212017
15937,325690.452617472
14090,194465.78254768945
9008,221119.2121392006
16384,179291.65211765707
11657,239839.50610725777
13151,141445.68017359072
8990,157159.4929504662
11857,182035.64360800778
1565,152089.4990539929
8174,106787.65639257042
9247,255367.92711939957
10478,210477.00825286107
15509,139657.9108928503
8306,224517.64356542396
6642,184659.28893663513
7472,233994.31250483132
15989,123960.51074291227
13682,124405.00547892448
163,273444.4549108195
7076,193516.99469367584
7478,356367.9633188431
3029,185695.06528084198
1814,136317.18850833253
10057,132622.07857239852
15100,185241.14160755652
12694,224376.15487003006
6291,180664.28211405713
12603,184791.9591388476
3218,234811.254459007
13456,123257.12614796039
10170,244541.47280034484
4530,161590.49917220013
13329,166793.9595945909
4820,149393.68220544732
10896,173113.37607608055
13416,118892.92904789836
2701,217440.73934705445
11265,348116.83977578575
9189,255670.92621795437
1858,217907.0172890897
14536,233344.88238288928
6199,290896.01500968175
14730,147524.5619861711
7510,266792.3449759142
15505,158218.5852717025
7446,203771.49142943835
14016,204801.42067837232
14113,104564.25334601194
8721,298668.86316999426
6193,336021.6774224909
5717,174665.53018790804
5427,316188.72011871217
9520,529859.6896306392
6869,94252.7883660363
1658,148946.09371523137
6639,230277.45474019475
6283,192045.98972639427
6257,121970.1046377704
15235,175577.61291113863
902,219767.14601661047
8932,192031.7294360929
16469,363111.01523562457
2825,273744.8707262906
6450,461003.7769244532
11366,180443.9395892346
3801,359726.9570132911
11385,204820.59484705888
1079,210438.45178661597
3202,240225.05845167904
676,223665.5973326312
6185,294364.5968260431
7730,169142.98619891546
2573,175875.79498864198
10978,205916.78109400586
10962,261032.6542417319
8870,193654.6939608263
8496,178890.49397281167
5517,173574.94252741098
927,180692.5868571533
13675,198714.72629587186
1499,228214.0646761451
15536,349319.09029340855
8602,334782.5240829744
12137,447879.040846529
9865,269978.00506259355
16353,288818.6258601756
15908,214983.13023988335
3944,183291.96065684076
10359,202936.62280457723
15158,225918.99872888075
3259,247709.57043150486
7220,311946.4257976149
13843,213830.0624457607
16736,177857.52224444255
702,258822.59674880805
16401,69474.6281632688
12134,180825.5962714491
6918,218142.47811366853
11792,129699.8762584087
3798,96014.61799828243
10395,135973.96106078153
11099,131931.3443446056
7090,200474.34989163664
11260,188335.355279513
9647,199587.00571971262
2903,398045.45099041954
2071,184145.72327509845
8604,193639.6129359403
9346,211364.83085188144
3945,196912.49264425953
3420,136069.68082142348
10842,124686.0481085523
725,152644.4615167197
13931,187730.06953484134
16330,246836.8888379885
9066,419726.518686248
3326,300542.8258132513
1556,273655.01167295227
6579,96848.94750170449
13877,131344.5211312634
9857,350064.3013249547
7302,274048.2538555394
5684,209469.29728169856
6513,243968.0286381553
11342,106590.27827845856
16561,223910.0857773386
6885,170738.34508518787
9308,183165.44617441477
2559,174369.07471806253
6648,177795.4910311977
15260,175282.88347697817
5113,193786.59121872034
16492,196322.91524015993
12034,292288.84204009356
7248,218083.49368772315
2171,212811.29181412637
10594,180319.3153611256
13241,208865.32428516183
7032,133660.4222034092
4884,172754.36613916987
903,218305.62951735262
162,163690.4104249446
6566,270690.2808526116
8249,148054.35365551058
13106,184743.18966033505
256,128816.60664728213
7976,168557.96982843993
8575,160755.27716150638
7591,286260.538932227
3204,223013.74050010374
15804,175572.17250119074
1525,312415.5099611282
9038,203384.6441568388
13628,197980.5647594549
10016,209366.94855838126
10208,220668.77808585516
2008,186193.6217070823
13029,206010.1294389592
5099,124700.18871276104
9923,299739.55031251116
9461,130123.33533402701
11086,179057.0898647823
15057,255857.40798188047
10689,180978.50089638858
2053,227081.5205817886
16630,169619.02230440918
4985,160240.0448807928
13881,255148.4996470898
13225,196375.99539880548
5779,67441.54319478429
10262,179333.42729383043
10762,200989.82846701398
9513,221715.06312413648
11128,164325.46367930502
2074,301297.1172645628
933,205198.2171380137
2780,190790.89517138543
6594,116246.2900779153
15394,242837.4502652851
14863,137859.07508529013
6698,203891.65712620714
1611,252835.80499748146
174,187727.3711774904
5160,210281.77304044252
3295,315311.1560402243
4559,387661.5319317449
8254,171862.25794698848
10228,100191.68536837261
13924,125348.74884508662
15341,241224.2574672168
4353,175186.3754063595
4334,72028.57156788383
1872,142078.40923025133
7823,192930.27632006168
310,162452.5850502737
3704,251603.65007362026
11615,321564.5302542114
6605,208881.01793577764
3381,185164.0831401572
2143,138037.9785234648
3191,253486.83674348518
13980,128290.24116219985
15613,170498.0048514013
10943,276408.046037136
9654,188310.31082037088
16053,527627.166233303
14931,229140.4556452463
8299,242706.80510846552
2147,158952.3632691941
11567,334832.04088200186
5905,129949.26856135429
11160,100595.36022399338
8275,142594.49544231343
16398,282017.3319872193
11229,187157.19301865826
10309,153266.03857099643
7340,267164.8974821759
7653,157937.26312335234
272,209706.43869769355
9831,211022.29816265393
5016,120181.7887084991
5968,61716.54701154444
796,224442.3649994519
12123,126482.29220374279
16629,184346.08609970016
2637,173848.36733093124
6194,230358.98382184925
6216,423541.2194089309
14346,176869.33254737707
6428,126553.87592758297
2891,228902.71149387618
84,165080.50657080248
9260,215123.4091544956
15250,148975.10695685478
2348,230546.4513724598
10427,296329.0568029301
13230,253748.7695660605
1691,190902.86745873897
8803,124881.59842388262
5464,182542.54966682135
10559,107881.93163309038
16787,300391.3841391623
4278,155024.87110423468
6183,170146.97429240996
12775,150748.19278639296
10104,180046.85469712375
13663,178204.6107375917
9404,272691.93813895434
14724,213884.0011119389
10040,175414.31934574185
4646,186101.6291667981
4754,156786.2290852548
3310,222356.6435788393
2003,178349.0074012956
7312,206349.27995053824
10921,205731.86618128704
13419,297253.3222523271
10105,174185.7076617979
2196,416638.2447495283
12659,226614.63537069582
4380,259009.73988106954
10847,143047.08008473917
10805,294807.8957240247
8709,83623.77885226476
8319,182659.50741340857
2215,184770.40507741153
7000,188837.28429364218
7701,105323.31557321978
9678,182372.1516911559
14026,194251.33983411716
7971,168773.1404220314
13734,141459.49395416095
16483,199612.23815976616
6150,207608.52693481362
2931,294019.49755330646
5418,176011.39212482935
1662,500301.9521208091
2441,223091.10661203437
669,143762.70288074232
7734,196241.57404868567
6010,299874.88303493743
266,142893.24827030758
632,134205.80799498345
16221,107588.55936953235
11832,175984.59195702808
5035,106939.82950412735
37,118189.9110617857
6168,184496.96816553728
11757,181388.88942976965
8086,123287.15528194484
6529,233461.86693955015
15121,243667.02620804592
13904,137156.304979261
3711,165078.54930344483
16563,121554.78163584108
14494,165878.05716341126
3006,221567.71726784416
15299,132802.7966643977
92,279685.7139260365
8066,170906.79750566607
16071,204277.12404001423
10662,156325.8479101274
3883,203819.348603951
5511,126781.54949086517
2821,261062.25739597535
9570,195630.85785136142
4326,265064.4097347282
9251,226829.5238619893
9031,202457.24743688406
12689,173212.16730448694
16380,249168.73576814067
1053,241817.6799137491
4568,179497.85949716988
16140,106766.46409678766
14356,404070.04604563606
8466,177542.22397540577
15652,140037.22055386228
3285,127066.07962641769
3198,168609.34613261488
14088,430027.6766701532
2268,123751.9029412643
15472,191210.7768502011
1203,204152.75103534924
7157,339578.9230751144
6886,223529.71481131492
5083,263055.79474539985
7467,116918.4227349268
14068,201922.07939223904
2080,175376.16238375005
10865,155250.40360187588
13516,184332.72424438005
14150,210082.04242452726
7609,117489.93479313943
2144,391337.85923853127
10357,200891.51663210458
2396,234082.73938565367
1526,341018.0712535906
10890,250149.44068507547
8638,476622.296302734
6050,251696.31203641507
7639,98949.53975072187
10544,194959.49007360602
9577,239735.43553976875
13195,214066.64089451294
3484,216699.8143679339
16668,418080.76540353784
7171,182002.4020250195
8547,216435.16403115715
12735,206899.9479577027
9093,187754.06971858643
15323,304833.77693701396
14897,141475.48588194756
5135,135709.00941752555
5327,228492.56499147863
13133,238499.47328041893
1676,308884.89891116647
16296,290552.39672450506
1095,144576.01426827005
12528,149624.4623042308
7348,275888.6581340085
11663,164021.2573703256
1803,204074.5686646899
1510,252744.6708647949
16045,190114.36052034603
2900,148462.14279437272
3236,164333.63873861407
1318,236931.04954481035
14948,223016.229713699
7840,300789.09708367556
15325,178820.66307869783
8700,135410.27592713534
15706,192712.7377691568
14449,137697.03452087473
16117,185521.85052234613
4529,181249.24834219273
11199,198057.5814846801
4052,325095.81341813476
821,212927.75549043994
68,240912.1352128723
554,98481.00321136395
452,172151.53252637354
11394,309008.47026300436
11393,173987.85424641895
9535,162169.3796785792
4024,184322.6881977992
10069,218256.74223930747
12007,159835.1229459485
12368,452007.80822865426
1259,366814.8664489211
1124,297821.64838390023
3707,188315.849907886
8767,169708.5197452531
1919,164902.20789734652
16741,157257.624551193
6664,288569.9738100435
5688,375196.9559192046
7799,161359.14137656894
14843,326540.8736955551
7532,172182.49096711056
8133,156110.5230061331
6264,324790.39702649455
4125,170367.1219802314
2410,173539.7077162728
13607,194921.9131093939
1716,286049.91671025264
1370,137732.70275418222
2273,418779.42952687625
15298,326732.6363317567
4284,250607.18222898437
12303,140712.60748834067
7808,134502.2778772497
2203,145733.65502854128
7237,127750.05175951315
15864,172344.83738444938
2844,138816.11911264472
5729,164077.60582065088
11812,431360.4776322134
1779,146217.73210994224
6442,130400.08866706312
6160,231348.2145444342
8266,197361.3961998279
9903,157395.6788076542
2867,136080.37636414438
6998,176537.6359443895
13932,168496.56739466824
12587,169817.46488806786
3611,241874.6912483939
2646,313496.4976764861
1890,159093.69133693256
860,254920.55029105136
14187,186953.76253303012
12569,285733.7728638666
1276,97087.02375028482
12025,224418.330179093
4890,274750.7065201398
14410,347410.40319187957
10352,357263.6300651629
11407,187326.90082558073
10384,172737.50255927956
7622,271927.80423609377
12578,162654.92024884617
15820,169647.76371279973
563,193115.33069085493
15226,161928.93951788562
6396,213167.9069035967
6247,140519.22338759116
3339,156859.2070182599
10975,276810.3512402121
7475,116207.09919908046
11129,265433.0184915352
3051,249806.08814148046
10232,253904.60581006762
14106,184018.35609487156
